gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,Yes,Yes,No,57,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Mailed check,67.48,2260.84,Yes
Male,Yes,No,No,71,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),94.37,7360.97,Yes
Male,Yes,No,No,51,Yes,No phone service,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),48.1,5705.47,Yes
Female,No,No,No,8,No,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,71.91,3081.88,Yes
Male,Yes,Yes,Yes,54,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),100.71,4187.84,Yes
Female,No,Yes,Yes,61,Yes,No,No,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),77.82,7394.24,No
Female,No,No,Yes,52,No,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),85.75,2233.55,No
Female,Yes,No,No,47,Yes,No phone service,No,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),89.84,427.26,Yes
Male,No,No,Yes,14,No,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),107.2,2042.78,No
Male,No,Yes,Yes,70,Yes,No phone service,DSL,Yes,No,Yes,No,Yes,No,One year,No,Mailed check,47.61,8170.5,No
Female,No,No,No,17,No,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),92.96,5237.95,No
Male,No,No,No,66,No,Yes,No,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),44.21,7847.32,Yes
Female,Yes,Yes,Yes,7,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),59.35,5614.2,No
Male,No,Yes,No,53,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),26.85,8187.62,Yes
Female,No,Yes,Yes,3,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),99,6859.59,No
Female,No,No,Yes,30,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),114.31,8061.51,No
Male,No,No,Yes,71,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),100.11,5945.5,No
Female,Yes,No,Yes,2,No,No phone service,DSL,No,No,No,Yes,No,Yes,One year,No,Mailed check,106.98,6337,No
Male,No,No,No,23,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),94.69,1065.2,Yes
Female,Yes,Yes,No,65,No,Yes,No,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),83.45,6529.33,No
Male,Yes,Yes,Yes,12,No,Yes,No,Yes,No,No,Yes,Yes,No,Two year,No,Mailed check,69.46,4131.46,Yes
Female,No,No,No,68,No,Yes,No,Yes,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),111.26,8338.91,No
Male,Yes,No,No,8,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),88.04,1288.59,No
Male,Yes,Yes,Yes,48,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,46.71,5186.9,No
Female,Yes,Yes,No,16,Yes,No phone service,No,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),37.14,3975.57,Yes
Female,Yes,No,Yes,14,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),41.17,4966.14,Yes
Male,Yes,Yes,Yes,28,No,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Mailed check,68.65,6542.05,Yes
Male,Yes,No,Yes,8,Yes,No,No,Yes,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),33.66,9143.42,No
Female,No,No,No,43,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Credit card (automatic),114.57,9232.18,No
Male,Yes,Yes,Yes,25,No,No phone service,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,26.61,4560.21,No
Female,No,Yes,Yes,59,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,53.63,1067.31,Yes
Female,No,No,Yes,16,Yes,Yes,No,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),87.23,1649.79,Yes
Female,Yes,Yes,Yes,44,No,No phone service,No,Yes,Yes,Yes,No,No,No,Two year,No,Mailed check,95.17,4032.84,Yes
Male,No,No,No,12,Yes,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Electronic check,36.1,4102.5,No
Male,Yes,No,Yes,5,No,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),110.61,6564.87,Yes
Male,Yes,Yes,No,18,Yes,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),22.93,6404.45,No
Female,Yes,No,No,17,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,36.42,4963.41,Yes
Male,No,No,No,50,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),83.45,9353.63,No
Male,No,No,Yes,58,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,No,Electronic check,78.5,5959.99,Yes
Female,Yes,Yes,Yes,70,No,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,38.29,8626.74,Yes
Male,Yes,No,Yes,37,Yes,Yes,No,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),66.63,4137.53,No
Male,No,No,Yes,3,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,40.8,2288.3,Yes
Male,Yes,Yes,No,23,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),117.9,1622.24,Yes
Male,No,No,No,23,No,No phone service,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),20.65,6749.46,Yes
Female,Yes,No,No,12,Yes,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),106.27,9930.18,Yes
Female,No,No,Yes,69,No,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,107.6,2922.77,No
Female,No,Yes,No,30,No,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),30.91,7347.4,No
Male,No,Yes,No,71,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),79.94,5122.49,Yes
Female,Yes,No,Yes,6,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,54.34,5130.78,Yes
Male,Yes,Yes,No,58,Yes,No phone service,No,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),38.07,4011.6,Yes
Female,No,Yes,Yes,66,Yes,No phone service,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),38.76,8270.63,No
Female,No,Yes,No,23,No,Yes,No,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,25.16,1201.89,Yes
Male,Yes,No,No,12,No,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),78.33,9471.19,No
Male,No,No,No,30,No,No phone service,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),106.01,3692.08,Yes
Male,Yes,No,No,48,No,No,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,53.15,2090.73,No
Female,Yes,Yes,No,72,Yes,Yes,No,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.54,9628.48,No
Female,Yes,No,No,16,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,104.59,4726.11,Yes
Female,Yes,No,Yes,62,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),64.33,1577.16,Yes
Female,Yes,No,Yes,6,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,62.13,5629.87,No
Male,Yes,Yes,No,42,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,118.91,5811.58,Yes
Female,No,Yes,Yes,66,Yes,No phone service,No,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,72.24,3815.47,Yes
Female,No,Yes,Yes,1,Yes,No phone service,No,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),74.25,9948.96,No
Female,Yes,No,No,72,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,59.83,9286.76,No
Female,Yes,No,Yes,65,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Mailed check,65.58,5633.83,No
Male,Yes,No,Yes,24,No,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Electronic check,42.92,5000.67,No
Female,Yes,No,Yes,48,No,No,No,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,53.44,1791.83,Yes
Female,Yes,No,No,65,Yes,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),53.12,7565.34,No
Female,No,No,Yes,43,No,No,No,No,No,No,Yes,Yes,No,Two year,No,Electronic check,85.83,3201.41,No
Female,No,Yes,No,2,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),77.13,1531.06,No
Female,Yes,Yes,No,56,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),93.11,4560.28,Yes
Female,Yes,Yes,No,12,No,No phone service,No,No,No,Yes,Yes,No,No,Two year,No,Mailed check,76.36,553.91,Yes
Female,No,No,No,44,Yes,Yes,No,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,87.01,996.96,No
Male,No,No,No,11,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),81.03,197.57,Yes
Female,Yes,Yes,No,17,Yes,No,No,No,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),36.17,1238,No
Male,No,No,Yes,62,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,29.01,9842.02,No
Female,Yes,Yes,No,42,Yes,No phone service,DSL,Yes,No,No,Yes,Yes,No,One year,No,Credit card (automatic),60.71,8754.05,No
Female,Yes,Yes,No,51,Yes,No phone service,No,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,72.33,8962.9,Yes
Female,Yes,No,No,6,No,Yes,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,52.31,4806.51,Yes
Female,No,Yes,No,28,Yes,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,77.55,5757.05,No
Female,Yes,No,No,14,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Mailed check,42.23,2911.05,Yes
Male,No,Yes,Yes,8,No,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,61.47,1372.83,No
Male,No,No,No,69,No,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,70.58,1972.27,Yes
Female,No,No,No,35,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,No,Electronic check,20.87,8521.84,Yes
Female,No,Yes,Yes,38,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,86.71,3703,No
Male,No,No,Yes,14,Yes,No phone service,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),87.14,8812.14,Yes
Female,Yes,Yes,No,24,No,Yes,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),21.9,1376.13,No
Male,Yes,Yes,Yes,26,No,Yes,DSL,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,95.96,1724.35,No
Female,No,Yes,No,70,Yes,No,DSL,No,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),41.84,1823.13,No
Female,No,No,Yes,59,No,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),31.07,6583.35,Yes
Female,Yes,No,No,54,No,Yes,DSL,Yes,No,No,Yes,No,No,Two year,No,Credit card (automatic),20.25,2465.53,Yes
Female,Yes,No,Yes,59,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,No,Electronic check,81.4,930.92,No
Male,Yes,No,Yes,36,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),71.89,6393.8,No
Male,No,No,Yes,42,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),39.08,5925.27,Yes
Female,No,No,No,17,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,41.11,9923.01,Yes
Male,Yes,No,Yes,68,No,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),104.61,7834.06,Yes
Male,No,Yes,Yes,40,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Electronic check,48.65,7474.81,No
Female,No,No,No,4,No,No,No,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),79.06,5000.44,No
Male,No,No,No,62,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.91,846.79,Yes
Male,No,Yes,Yes,38,No,No phone service,No,Yes,No,Yes,Yes,No,No,Two year,No,Electronic check,101.54,5404.59,No
Male,No,Yes,No,2,No,No phone service,No,No,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),78.87,5446.42,No
Male,Yes,Yes,Yes,43,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,67.9,1388.15,Yes
Male,Yes,Yes,No,48,No,No phone service,DSL,No,No,No,Yes,No,Yes,One year,No,Mailed check,57.35,5643.87,No
Male,Yes,Yes,No,68,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,95.51,3896.32,No
Male,No,Yes,No,68,No,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),97.2,9944.43,No
Female,Yes,Yes,Yes,28,No,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),49.35,7302.24,No
Female,No,No,Yes,56,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),89.05,3737.99,Yes
Male,No,Yes,No,58,No,No phone service,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,52.69,3855.84,No
Female,No,No,No,38,No,Yes,DSL,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),104.2,1859.14,Yes
Male,No,Yes,No,47,No,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),35.74,4113.78,Yes
Male,No,Yes,No,35,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),60.53,6389.26,Yes
Female,No,Yes,No,32,No,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,51.64,9399.92,No
Male,Yes,No,Yes,4,Yes,Yes,No,No,Yes,No,Yes,No,No,One year,No,Mailed check,51.99,7986.34,No
Male,Yes,No,Yes,8,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),26.69,2203.43,No
Male,No,Yes,No,9,No,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),106.32,4968.47,No
Female,Yes,Yes,Yes,39,No,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),21.78,5075.24,Yes
Male,Yes,No,Yes,65,Yes,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),32.92,3241.41,Yes
Male,Yes,Yes,No,68,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,75.3,4744.92,Yes
Female,Yes,Yes,No,48,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Mailed check,82.48,7778.84,No
Male,Yes,No,No,43,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),25.54,7308.45,Yes
Male,No,No,Yes,31,No,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),51.16,4956.28,Yes
Female,Yes,No,Yes,66,No,No phone service,No,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,55.83,2521.91,Yes
Female,No,No,No,7,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,89.76,4770.71,No
Male,No,No,Yes,25,No,No,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),28.05,1429.35,Yes
Female,No,No,Yes,31,No,Yes,No,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,81.21,1043.57,Yes
Male,Yes,Yes,Yes,38,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),92.76,1942.57,No
Female,Yes,No,Yes,37,Yes,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,48.21,319.41,No
Male,No,No,Yes,18,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),80.78,4612.4,No
Male,Yes,No,No,5,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Mailed check,95.89,3440.75,Yes
Male,Yes,No,No,66,No,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,77.1,7368.11,Yes
Male,No,No,No,54,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,87.28,7483.31,Yes
Female,No,Yes,No,42,Yes,No phone service,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,66,435.26,No
Male,Yes,Yes,No,62,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),46.23,118.7,Yes
Female,No,No,Yes,45,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,No,Electronic check,102.28,3169.25,No
Female,Yes,No,Yes,67,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Mailed check,110.38,2099.35,No
Female,No,No,Yes,42,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),75.72,1585.63,Yes
Male,Yes,No,Yes,59,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),109.84,2543.08,No
Female,No,Yes,No,34,Yes,No,No,No,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),84.4,1244.83,No
Male,Yes,Yes,Yes,59,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),54.18,9676.49,No
Male,No,Yes,Yes,11,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,54.48,2193.14,Yes
Female,No,No,Yes,6,No,No phone service,No,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,29.1,2014.93,No
Male,Yes,No,Yes,71,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),70.97,6521.22,No
Female,Yes,Yes,No,61,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,80.82,7762.39,Yes
Female,No,Yes,No,57,Yes,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),85.28,9826.06,No
Male,No,Yes,Yes,62,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),36.9,2119.01,No
Male,No,No,Yes,57,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,80.25,8286.47,No
Female,No,No,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),63.82,3286.83,No
Male,Yes,No,Yes,45,Yes,No,No,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),49.45,5374.59,No
Female,No,No,No,16,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,No,Electronic check,97.71,5407.81,Yes
Female,Yes,No,Yes,66,Yes,No,No,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),79.47,8814.59,Yes
Male,No,No,Yes,16,No,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,46.75,7659.03,No
Female,Yes,No,No,1,No,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,52.32,9749.97,Yes
Male,No,Yes,No,36,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,70.3,2331.97,No
Female,Yes,Yes,Yes,38,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),73.49,9904.09,Yes
Female,No,Yes,Yes,5,No,Yes,No,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,51.94,9972.88,Yes
Female,Yes,Yes,No,24,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),42.46,9420.43,No
Male,Yes,Yes,Yes,66,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,No,Credit card (automatic),32.35,702.73,No
Female,No,Yes,Yes,67,No,No,No,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,85.86,5736.3,No
Male,No,Yes,No,50,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),90.86,9612.12,No
Female,No,Yes,Yes,58,Yes,No,No,Yes,Yes,No,Yes,Yes,No,One year,No,Mailed check,38.87,6818.8,No
Male,Yes,Yes,Yes,72,No,No,DSL,No,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),104.34,7144.74,Yes
Male,Yes,No,Yes,72,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,24.98,3558.03,Yes
Female,No,Yes,Yes,9,No,No,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,53.95,8707.76,Yes
Female,No,No,Yes,15,No,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,91.83,1106.46,Yes
Male,Yes,No,Yes,62,No,No phone service,No,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,49.48,6830.58,Yes
Female,No,Yes,Yes,28,No,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,76.84,9296.17,Yes
Female,Yes,No,No,15,Yes,No,No,Yes,Yes,No,No,No,Yes,One year,No,Credit card (automatic),59.32,6261.38,Yes
Male,Yes,No,No,72,No,No phone service,No,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),28.34,1427.45,Yes
Male,No,No,Yes,34,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),85.49,2225.08,Yes
Male,No,Yes,Yes,58,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),107.06,8327.4,No
Male,Yes,No,No,14,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,54.12,1511.47,No
Male,No,Yes,Yes,71,Yes,No phone service,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,74.32,7057.66,No
Male,No,No,No,2,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),106.12,3683.03,No
Male,No,No,No,48,Yes,No,No,No,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),102.7,7105,No
Female,Yes,No,Yes,43,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,No,Credit card (automatic),87.38,6194.45,Yes
Female,No,No,Yes,55,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),77.78,3137.28,No
Female,Yes,No,No,38,No,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),93.53,588.34,No
Female,No,No,Yes,49,Yes,No,No,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,71.23,8088.17,No
Male,Yes,Yes,Yes,56,No,No,No,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,90.31,3404.74,No
Male,No,No,No,67,No,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Electronic check,76.69,3561.44,No
Female,No,Yes,No,70,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,60.58,4994,Yes
Female,No,Yes,No,34,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,62.91,4766.25,No
Female,No,No,Yes,52,No,No,No,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),69.66,7531.86,No
Female,Yes,Yes,No,19,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),83.18,6585.87,No
Male,No,Yes,No,23,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,86.23,5201.18,No
Male,Yes,Yes,Yes,11,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,69.81,1944.21,No
Male,Yes,Yes,Yes,32,No,Yes,No,No,No,Yes,No,Yes,Yes,One year,No,Mailed check,97.49,8206.3,Yes
Male,No,No,No,5,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,116.34,1195.17,No
Female,No,Yes,Yes,31,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,103.21,667.04,No
Male,No,Yes,No,25,No,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,58.7,9777.8,Yes
Male,Yes,Yes,No,57,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),89.47,5534.18,No
Female,No,No,Yes,16,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Electronic check,118.8,220.35,No
Male,No,No,Yes,12,Yes,No phone service,No,No,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),42.55,5503.84,Yes
Female,No,No,Yes,37,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,58.98,5846.72,Yes
Female,Yes,Yes,No,9,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),35.73,1525.13,No
Male,No,Yes,Yes,30,No,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,86.87,775.13,Yes
Male,No,Yes,No,40,Yes,No phone service,No,Yes,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,118.12,7121.29,Yes
Male,Yes,Yes,Yes,45,No,No,No,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,87.64,5704.12,No
